title,genres,director,main_actor,release_date,promotion_budget,runtime,production_budget,promotion_timeseries,competition_environment,pre_sales_data,point_screen_data,wom_scoring,first_week_box_office,total_box_office
电影_0011,"['奇幻', '动画']",李安,刘德华,2025-07-01,2045.2266645231366,61,1862.1230048663574,"{'daily_spend': [502.37306420412784, 377.68536435360215, 255.9674796596667, 304.20577306463247, 219.88304904618386, 148.16036293848362, 136.40725487311727, 100.54431527382263], 'spend_pattern': 'random', 'total_spend': 2045.2266634136365}","{'same_period_movies': 8, 'average_competitor_budget': 2992.769516025854, 'genre_overlap_ratio': 0.531169528001032, 'competitor_ratings': [8.7, 5.2, 5.5, 6.8, 8.7, 6.3, 7.0, 5.2]}","{'total_amount': 874.368688884973, 'daily_sales': [70.69990146744921, 79.21596818707913, 76.19877864630607, 105.42726525549766, 107.62787907052368, 90.77553823373762, 195.2549583158004, 149.16839970857924], 'presale_days': 8, 'wish_count': 903}",,,5656.78,13969.04
电影_0012,"['惊悚', '喜剧', '动画']",管虎,Tom Cruise,2023-05-24,597.0884893813915,142,661.5241438315975,"{'daily_spend': [4.250185076644662, 3.2418567345924982, 3.1041416936392072, 4.466002327888895, 3.4285388654657636, 4.9067204147116685, 4.068135580739221, 4.865537744008426, 3.472175099934692, 5.10794152944044, 4.787986314890622, 5.378985991512922, 4.246394167455658, 6.280547366016938, 6.943992096673762, 4.908742477982914, 4.645190185198097, 4.54217487484072, 7.157308196983443, 7.279232360963602, 7.291766248702176, 6.172674902799014, 7.128800313555918, 8.359018407792036, 8.187638076857807, 10.99721140562546, 6.897919539344216, 10.22036509463107, 8.94325166054703, 9.415428642122503, 11.535865847534769, 11.803322741321214, 14.20787983470395, 8.842521749768578, 8.998032658460913, 13.88557178160395, 13.288387168947267, 11.37805350023621, 10.204614160258375, 10.635504788357563, 18.150207085180856, 12.407853254447863, 14.11289390934421, 13.685574091428581, 15.499660725942409, 13.057093610474462, 18.46612944222066, 14.021507866768223, 23.17305552189256, 17.108497226565518, 21.6227345606053, 26.8915170828201, 24.76446065146334, 24.015378150727553, 21.847751680629095, 22.78855586535337], 'spend_pattern': 'random', 'total_spend': 597.0884883486183}","{'same_period_movies': 7, 'average_competitor_budget': 548.5542914169325, 'genre_overlap_ratio': 0.060142342600785215, 'competitor_ratings': [7.2, 8.8, 5.7, 7.8, 5.8, 7.1, 5.4]}","{'total_amount': 1564.7918168595897, 'daily_sales': [13.773532804121265, 12.21862556233618, 14.291649626264839, 14.89286933872729, 16.078383914218385, 14.367888147596851, 14.966203196655236, 20.562006840220214, 16.625584782297423, 20.716666948854574, 24.74952726433352, 24.865419600029664, 25.13962751408975, 11.87139561207372, 27.54930812669373, 23.090440786181535, 20.63744342147442, 23.44487438786854, 29.519114706542293, 25.959734156304133, 20.612115510361264, 16.206726226658244, 31.50369011539638, 15.42644675836684, 31.35391147623889, 15.251638110772321, 29.373237642922064, 30.18487979850661, 23.62873017020962, 31.280491775703254, 32.24632059262559, 33.719373934396906, 20.294904350541316, 35.54784090347012, 18.55681336781715, 41.89319935518612, 30.972650086892116, 27.678731032089658, 37.43185513381313, 29.41610381701751, 31.63985298805865, 37.4986608232099, 35.98690885222163, 37.47767720720054, 30.607790570180786, 42.55976097313485, 39.35289315117315, 36.90776554199188, 37.84893428380188, 34.73992191228793, 41.15441874342569, 29.407081688928173, 32.413220761761806, 62.64317630028327, 47.94449196874441, 38.709304197316534], 'presale_days': 56, 'wish_count': 347}",,,1501.65,7865.26
电影_0013,"['悬疑', '奇幻', '动作']",Christopher Nolan,Scarlett Johansson,2021-10-18,9001.10485092353,130,31685.22859298442,"{'daily_spend': [949.1687092577824, 887.2927193813657, 604.6230437815973, 922.1014424780444, 564.1101142939973, 872.354848901405, 680.2957307784089, 898.965656300059, 894.6051797559625, 867.2879655190634, 860.299439580331], 'spend_pattern': 'random', 'total_spend': 9001.104850028018}","{'same_period_movies': 2, 'average_competitor_budget': 4346.626475613273, 'genre_overlap_ratio': 0.17483862726041255, 'competitor_ratings': [7.0, 6.6]}","{'total_amount': 9494.22953188283, 'daily_sales': [471.2136734877819, 742.5012117002907, 689.8980275666262, 771.2998492707382, 689.9247779379342, 824.2343559346136, 794.0289739918564, 849.6641346737183, 1197.8082356626162, 1020.6739603114522, 1442.982331345201], 'presale_days': 11, 'wish_count': 7361}","{'screen_count': 102, 'total_viewers': 5033, 'average_occupancy': 0.41, 'point_screen_days': 3, 'average_score': 8.4, 'positive_review_ratio': 0.67, 'social_media_mentions': 3940, 'want_to_watch_increase': 9761, 'viewer_comments': None}",,18036.91,59198.07
电影_0014,['喜剧'],周星驰,刘德华,2022-08-21,1635.9706109114713,112,7114.488437963712,"{'daily_spend': [40.475733662946304, 39.54357629281532, 75.06173808360249, 70.87574389847622, 71.58928524471439, 96.78459143567162, 119.59109541579369, 180.94860485287703, 206.80736607934028, 252.7026363719439, 184.37725495413093, 297.21298359831576], 'spend_pattern': 'random', 'total_spend': 1635.9706098906279}","{'same_period_movies': 3, 'average_competitor_budget': 1353.6250301800585, 'genre_overlap_ratio': 0.4543773345599609, 'competitor_ratings': [8.4, 5.4, 7.0]}","{'total_amount': 3151.943621392373, 'daily_sales': [112.66622852682454, 144.27021275740603, 127.8844296183606, 193.2723420439085, 255.16109798992593, 295.18967391761714, 228.08790022267414, 305.3676199476555, 443.8393777167904, 390.1137407208961, 289.3213975250976, 366.7696004052168], 'presale_days': 12, 'wish_count': 1983}",,"{'douban_score': 6.8, 'maoyan_score': 6.4, 'taopiaopiao_score': 6.8, 'imdb_score': 5.9, 'rotten_tomatoes': 56.0, 'metacritic': 60.0}",14970.78,77823.5
电影_0015,"['冒险', '悬疑']",Disney Animation,胡歌,2024-05-06,6089.865059561027,98,17511.514914211763,"{'daily_spend': [40.08234411071819, 43.18027109559427, 40.284218971617356, 43.514851586927925, 37.54459737335777, 43.09088426252507, 44.33560060588508, 54.82166283665709, 56.66189865807672, 58.586407477076605, 35.811926532816905, 60.46752799794789, 63.048060104939296, 62.69828538850342, 67.81056159695457, 73.50553017796724, 62.165355242005035, 65.76141789984189, 52.81141326917818, 65.8661220337738, 79.71309432017924, 88.98344276494669, 65.63122601987287, 64.2005877453431, 93.44699094309969, 61.931895674929926, 73.9755656843028, 68.24555433891906, 78.98291957755039, 82.85021574269476, 99.13781812003423, 103.84831777325778, 140.1816435472573, 119.51525703639136, 139.80136157826973, 97.54314309624753, 110.88563040504056, 154.53938263848798, 104.60307475403648, 147.163593045204, 163.13326558864318, 169.5546876412176, 118.33515790608705, 153.68340773573166, 193.15973906026315, 146.25602193462578, 214.80868100307964, 228.9603289506933, 266.922837961643, 177.45442929241446, 266.46368097454615, 234.19815914105243, 221.88094682694398, 192.71493209369885, 295.10913040648717], 'spend_pattern': 'random', 'total_spend': 6089.865058545557}","{'same_period_movies': 4, 'average_competitor_budget': 8814.876447480228, 'genre_overlap_ratio': 0.383832951933044, 'competitor_ratings': [7.3, 7.4, 5.7, 6.4]}","{'total_amount': 30745.01186867916, 'daily_sales': [169.88763685623593, 376.198343676528, 217.63812159618658, 265.51353849718333, 381.08029835906837, 353.05112713825196, 393.7371512658674, 215.41004025040542, 379.94062066194795, 340.38511258022373, 315.36177631267844, 339.21795424482434, 448.3463025065581, 423.2096595324328, 440.3689766373244, 385.1167135048085, 398.2620896842715, 444.07351955718656, 534.8162371710152, 426.7417097218555, 414.2247048636519, 438.65819379031143, 568.0342652490162, 703.3218492243534, 742.8822724864099, 471.62506733460845, 525.1360307242073, 539.9306045957283, 391.70919838764934, 599.9341922646911, 521.6861598359718, 511.52202770486053, 589.5640893855715, 575.8517033214416, 709.624893186946, 818.1480418385935, 509.8866372113795, 831.0346215259683, 772.4332164937057, 608.4149086108376, 765.8465436293702, 545.2934904308793, 719.2295704792007, 769.8951065446208, 548.578721143387, 1117.1661568723146, 871.6131230280525, 914.7905437411005, 938.3880323158654, 683.9872260456859, 814.6251763362937, 731.4947227597697, 742.8614616083356, 841.4557740204069, 647.806611933119], 'presale_days': 55, 'wish_count': 5687}","{'screen_count': 145, 'total_viewers': 4894, 'average_occupancy': 0.78, 'point_screen_days': 4, 'average_score': 9.5, 'positive_review_ratio': 0.95, 'social_media_mentions': 2690, 'want_to_watch_increase': 3777, 'viewer_comments': None}",,15045.8,54632.59
电影_0016,"['犯罪', '科幻', '家庭']",冯小刚,周润发,2022-08-30,945.5747433289029,123,1170.4632514914597,"{'daily_spend': [55.80239907111078, 34.388833538294534, 40.64103262296516, 33.504597940894755, 43.27805051783028, 36.918866763905584, 36.536781576792606, 38.189660781967476, 29.110752064029597, 37.16589927302234, 29.08072196075369, 21.719270340061982, 29.26741994643135, 29.514288850089493, 21.408101672299402, 27.990355604750036, 27.473236965504746, 18.336140681931656, 26.173727875474693, 15.251401066398866, 15.301378228649908, 14.473305961713084, 21.15788407163236, 17.91786496793738, 12.435830535587955, 14.522386948521762, 15.432748737490096, 10.37573838884772, 16.298307825768287, 15.018554377831046, 12.213077820643456, 14.938034325985981, 10.629991199187737, 13.828505851085202, 11.304139111567153, 10.636869739967892, 7.541276497241632, 11.109983107388329, 8.285289931800905, 6.618940920984755, 5.628988425347162, 7.897361111910928, 7.426509331983148, 7.923554965946867, 8.281547474311965, 4.807906967032564, 7.018841017715827, 4.798385406175449], 'spend_pattern': 'random', 'total_spend': 945.5747423647656}","{'same_period_movies': 2, 'average_competitor_budget': 1351.051465904388, 'genre_overlap_ratio': 0.8216368977104717, 'competitor_ratings': [6.8, 6.4]}","{'total_amount': 2219.2687724493394, 'daily_sales': [17.529770615731, 19.42511822050857, 14.360488985687523, 27.23271646230441, 31.334576249455683, 22.96030805774854, 27.738521381091434, 24.87068127855327, 28.64772676137281, 30.47233428773599, 23.481953640091607, 33.21820052037822, 29.093268777767314, 23.60737898415613, 41.06947931402338, 41.630775521525564, 41.39259078976859, 51.48210460390692, 42.96719059374732, 48.69595416673998, 38.34621144174947, 43.3291355204577, 33.747163414124685, 45.72003535254427, 49.60713006148663, 59.98285571800419, 30.08856512200108, 38.07942285397144, 65.12640529106763, 55.889943545905716, 39.92872769584024, 45.8696804798242, 74.87100557532976, 49.5573332985394, 57.51345593439748, 69.18145573407479, 73.09330103334351, 91.32725503431483, 71.56692635341034, 55.76406500342969, 46.80270067432035, 60.33900753560467, 81.35142167482347, 56.35812885758339, 65.71522288207652, 79.74207205550734, 60.65708658085524, 58.501918512457245], 'presale_days': 48, 'wish_count': 650}",,,3010.69,9154.73
电影_0017,"['战争', '科幻']",贾樟柯,刘德华,2023-02-28,3661.1629484476393,148,5110.560862040361,"{'daily_spend': [192.20854603974445, 200.42560325286357, 170.91773449831197, 221.09385668181957, 186.61294418352446, 185.74228633171853, 136.9770231429485, 127.01597316283218, 143.80266585542745, 156.97137128993427, 132.31809312463923, 88.98516161314987, 143.26452274108473, 82.2342718949964, 134.48020577574817, 71.64095995106646, 106.13801788446759, 67.5706651991251, 106.6326793718743, 79.43374111503218, 60.25704968413229, 66.07869955766421, 55.37197181053962, 52.76016958865373, 79.159054591485, 57.24273394231199, 65.88281469579309, 57.73601768350953, 55.892466217626925, 37.35455564356084, 38.236909883698395, 50.585746914750786, 52.51315162647196, 33.31610668809027, 31.804631946489963, 34.39783485466726, 42.80416587678536, 27.10995367696015, 28.19258942966783], 'spend_pattern': 'random', 'total_spend': 3661.162947423168}","{'same_period_movies': 7, 'average_competitor_budget': 1481.3627695238315, 'genre_overlap_ratio': 0.5908674412710415, 'competitor_ratings': [7.1, 8.4, 5.2, 8.3, 8.4, 6.1, 6.9]}","{'total_amount': 8422.737871701185, 'daily_sales': [87.33338759065114, 88.10704863497412, 156.46411880017865, 149.04612085925783, 153.23445749763346, 137.23948662386627, 90.3733874065961, 187.9365135249154, 131.54998841475336, 130.6513942807017, 208.70437075647683, 128.0748501301508, 135.86081853232955, 125.18973542338166, 184.14042062021713, 217.70532560498555, 235.49110761707428, 218.50890110831972, 262.14758845251043, 244.81018406274347, 253.95319684991085, 215.73062677651524, 190.23593847541082, 243.50817925084456, 307.1230257632935, 201.55816198582676, 322.15081747616813, 231.15776285735555, 242.11707565754077, 354.78953796461434, 262.5274092058646, 316.2948493776786, 249.4880563207215, 245.55676151237518, 234.73256821119716, 250.37996224436142, 296.23915403654104, 465.04148618900985, 267.5840956042372], 'presale_days': 39, 'wish_count': 2620}",,"{'douban_score': 5.8, 'maoyan_score': 6.3, 'taopiaopiao_score': 5.6, 'imdb_score': 5.4, 'rotten_tomatoes': 56.0, 'metacritic': 56.0}",9183.66,23385.77
电影_0018,"['音乐', '科幻']",李安,易烊千玺,2021-12-04,2407.273049304276,83,11473.08837192362,"{'daily_spend': [29.318040917556797, 52.324994704836115, 47.49734566120015, 52.5543002932778, 40.25940830735202, 41.590639473602344, 32.681654916862904, 103.81531541079781, 49.08883569044817, 37.28029869465386, 48.80157473320213, 45.91773253224689, 98.69374667083484, 40.983247913120906, 45.14350004025275, 102.94354661251532, 146.6892034063336, 41.89836338250575, 32.60588985445188, 42.83246297869032, 53.03423733706341, 32.24552212655535, 48.55534805109757, 33.635713002310965, 47.71398498082235, 46.54355879248808, 35.9168222454008, 109.6110196331316, 143.88614450053086, 39.857120598954346, 46.45151441931962, 32.183406481821656, 49.43177345090558, 45.9635354999545, 50.76315012495168, 31.801221432583365, 129.23401485554777, 43.22748540944492, 37.21359141781855, 39.78419083153747, 88.47144026034698, 46.81975145552519, 42.008399201428084], 'spend_pattern': 'random', 'total_spend': 2407.2730483042833}","{'same_period_movies': 8, 'average_competitor_budget': 1869.0502455177434, 'genre_overlap_ratio': 0.5627116990223392, 'competitor_ratings': [6.8, 7.4, 8.7, 6.4, 7.9, 8.6, 6.8, 6.8]}","{'total_amount': 19188.345543744177, 'daily_sales': [212.73393379914555, 339.11809662109374, 249.24044128482063, 261.2904171650693, 303.6016915831572, 270.9091420451422, 356.9248106293936, 211.70919444959333, 387.056678051156, 294.15052709624183, 435.2165513635153, 286.1819436593938, 385.4639922050247, 307.20596887733245, 282.90755911054055, 341.80384147002115, 480.798246682758, 581.44932679832, 330.32342942275125, 364.90451053280475, 413.7751063552299, 379.533899972727, 511.33855430043445, 557.3560906588511, 449.6585017688642, 472.96704793267173, 533.1646416132234, 397.6820892253163, 527.7254653762661, 475.5405017747564, 557.8610198164902, 582.0485902499695, 410.25486419273693, 333.56588194489393, 625.2888451732232, 555.2627363927529, 658.1696539656326, 405.4377844658429, 660.5372415760135, 691.5838716916599, 668.5923666075346, 707.1807971703769, 930.8296886714343], 'presale_days': 43, 'wish_count': 6967}","{'screen_count': 213, 'total_viewers': 9914, 'average_occupancy': 0.32, 'point_screen_days': 6, 'average_score': 9.4, 'positive_review_ratio': 0.96, 'social_media_mentions': 4550, 'want_to_watch_increase': 1500, 'viewer_comments': None}",,13782.04,43344.24
电影_0019,['悬疑'],Christopher Nolan,胡歌,2022-06-21,12136.084020956341,71,17853.524738891796,"{'daily_spend': [635.6212310931188, 456.34783247558585, 503.8608734844015, 427.07278552907513, 554.1637632659803, 657.9669904377196, 542.8228721979157, 467.4849339485867, 556.4150187676593, 395.4544224657819, 630.2695659198191, 512.0322160237804, 495.5545182825442, 537.4171180058386, 549.3517264854399, 379.7707497082462, 567.0864363095598, 431.9493734912998, 576.6955000294366, 609.9924273585412, 604.2959735213434, 527.1860385580947, 517.2716526279758], 'spend_pattern': 'random', 'total_spend': 12136.084019987744}","{'same_period_movies': 7, 'average_competitor_budget': 16077.330224293477, 'genre_overlap_ratio': 0.5718091636071537, 'competitor_ratings': [8.6, 8.8, 6.7, 6.5, 8.7, 7.7, 5.5]}","{'total_amount': 12458.661830732679, 'daily_sales': [223.87522565332478, 228.11147866854935, 327.92429258048526, 306.134511609493, 604.2690854132891, 441.67328626550966, 565.4415907192366, 359.75305168033753, 624.1412720066114, 286.6904025593853, 425.5412906227421, 578.4488260155575, 612.8445784813109, 451.90873777326914, 901.9650745420113, 734.0085554015094, 740.13726432595, 660.7609282364118, 751.4072885076287, 418.49064771453834, 615.6696544186577, 965.9659079223173, 633.498879614553], 'presale_days': 23, 'wish_count': 2846}","{'screen_count': 293, 'total_viewers': 13561, 'average_occupancy': 0.87, 'point_screen_days': 6, 'average_score': 8.9, 'positive_review_ratio': 0.85, 'social_media_mentions': 3933, 'want_to_watch_increase': 3667, 'viewer_comments': None}","{'douban_score': 6.5, 'maoyan_score': 6.7, 'taopiaopiao_score': 6.5, 'imdb_score': 6.6, 'rotten_tomatoes': 64.0, 'metacritic': 62.0}",8262.53,25908.27
电影_0020,['爱情'],管虎,胡歌,2025-05-02,20387.33157111497,93,15734.293246004328,"{'daily_spend': [855.7703526456733, 557.9370448660519, 620.9660915088771, 513.4300013807688, 632.9868797113863, 841.0233887587121, 730.3869645735199, 656.740323736168, 666.991287036148, 506.4068767022468, 635.8015151455289, 786.0986500640532, 928.1917407461596, 873.0716899697456, 516.049831584715, 895.399933529744, 845.3835019614111, 844.1598700301449, 704.3886395168811, 678.379173121513, 637.1521418038957, 534.3026617157327, 604.773722688055, 612.7374704529379, 715.6964525586465, 829.8819948543816, 711.244987426407, 530.8990381782772, 921.0793438193234], 'spend_pattern': 'random', 'total_spend': 20387.331570087106}","{'same_period_movies': 6, 'average_competitor_budget': 6222.945981448532, 'genre_overlap_ratio': 0.3656807482613713, 'competitor_ratings': [5.9, 5.8, 5.6, 7.5, 8.1, 7.3]}","{'total_amount': 29976.263345440355, 'daily_sales': [450.84803724046714, 523.6621247056138, 544.6321170913425, 584.2885790743493, 647.4027939714489, 532.1646057012093, 657.2059431278071, 787.0370441062436, 911.7413539352514, 591.4653035037943, 1109.4557248008905, 913.025735454177, 1114.5841198876055, 929.8511879031557, 995.2967870169196, 960.276543899679, 1330.9697554465868, 1354.149971529793, 1236.3140295068622, 936.4257078871433, 1542.3443521072309, 1696.421793116656, 886.1368605992441, 1884.2934620435485, 1398.6240578173836, 1248.5791061390166, 1303.6919737186533, 1762.4927669927008, 1142.88150711558], 'presale_days': 29, 'wish_count': 7395}",,,42077.93,196580.49
电影_0021,"['科幻', '战争', '悬疑']",冯小刚,Tom Cruise,2022-12-27,3224.922690957491,121,6306.135341634157,"{'daily_spend': [131.44352674802735, 93.46761849870022, 45.48000593447699, 40.88227931377675, 49.48756706997679, 28.238801894448542, 33.44481860930183, 123.89269397177014, 34.17429708474431, 43.9336995522298, 44.974911083172515, 29.642315758705344, 39.24930643886266, 39.13337218084395, 35.87272454755922, 49.03687898563159, 139.724348363521, 43.53164078133655, 43.93142173525659, 38.03159314936994, 48.758240639588024, 43.47059072642226, 44.27368226568675, 142.1195361148939, 33.649072462953185, 138.29251411226952, 31.807940278008857, 35.31362297778248, 35.086339583890734, 50.101901090218796, 47.25281225229775, 43.62413951745709, 44.2287393961331, 40.37546664182406, 148.1031826495679, 38.838350900670505, 36.13516819068051, 31.05577219637369, 45.610187621817694, 44.40126999499433, 36.22479068068671, 27.83641376316409, 140.52948091420262, 27.514682555331493, 43.68322686039226, 149.72636986576464, 37.469782402680956, 32.73591725745388, 43.710581459271175, 46.33239590229152, 40.01012971511059, 149.5006278038262, 28.4547561605552, 39.037732661387594, 132.08345071071662], 'spend_pattern': 'random', 'total_spend': 3224.9226900280787}","{'same_period_movies': 0, 'average_competitor_budget': 0, 'genre_overlap_ratio': 0.250467898792499, 'competitor_ratings': []}","{'total_amount': 10953.943932541897, 'daily_sales': [144.2076641262312, 85.6302151549646, 109.48826031190262, 155.80623610230668, 75.27024834128646, 110.04564119535354, 129.59543941287205, 141.47566535598648, 125.97466963389762, 99.34246733420545, 182.63441864348937, 146.55729058113752, 124.09534000563843, 145.73427214044023, 167.6418733409748, 128.28524064163327, 152.73446874253924, 162.31677257530805, 135.2668404780039, 227.5032175240824, 199.69195610730804, 180.34232514605236, 158.42444169310113, 138.914264448882, 241.5704981747138, 213.15918332505217, 193.0024580017903, 251.51370366774736, 225.37226709727284, 166.89367967734478, 168.02475733836732, 171.22668149606613, 298.8452965918276, 153.53339827669777, 229.1411425312091, 179.45195302769517, 151.3767684943703, 346.9005362441776, 227.5891971904124, 321.8503837390548, 166.46371103843993, 275.43445594448684, 166.23517611614335, 319.14869396628507, 277.5133227507078, 233.6126316367392, 383.7715904902468, 268.5615987050818, 222.9541632978565, 262.49286576912505, 236.8470699256196, 302.71385374348057, 309.96731492726605, 265.60393680029824, 296.192413518724], 'presale_days': 55, 'wish_count': 3160}",,"{'douban_score': 8.8, 'maoyan_score': 8.8, 'taopiaopiao_score': 8.5, 'imdb_score': 9.0, 'rotten_tomatoes': 80.0, 'metacritic': 83.0}",16425.19,42083.05
电影_0022,"['战争', '爱情']",Martin Scorsese,吴京,2021-03-26,19333.793498933304,140,31890.041365447792,"{'daily_spend': [3908.538231287626, 1984.964233591779, 2297.9051069832467, 2465.7329541202334, 1696.8829084755998, 1145.980796479992, 1266.7803399917552, 851.5412045587659, 897.9927173798651, 566.4675860590361, 693.730761608945, 565.0384822246268, 548.7481807478435, 443.489994449687], 'spend_pattern': 'random', 'total_spend': 19333.793497959003}","{'same_period_movies': 1, 'average_competitor_budget': 11542.508421283115, 'genre_overlap_ratio': 0.0683341048456042, 'competitor_ratings': [6.7]}","{'total_amount': 11877.71302931543, 'daily_sales': [248.19567858350138, 528.60390264837, 389.27182314471986, 871.1645267549642, 622.847731488871, 554.189175207935, 777.0483878546447, 951.2826100197367, 1267.8706418200163, 1207.3258988977054, 994.1050430344042, 1143.646161002052, 1225.6021372405337, 1096.559311617975], 'presale_days': 14, 'wish_count': 15817}",,,33278.18,99477.66
电影_0023,"['爱情', '剧情', '惊悚']",吴京,Scarlett Johansson,2021-02-06,6783.499907637084,140,18705.18530131607,"{'daily_spend': [155.327157178505, 125.6912856514167, 153.7183984498661, 91.53935710601668, 162.97001322126297, 125.46569990578257, 134.0437751802681, 332.34521968839107, 148.7843425452661, 290.67282106604773, 158.92346245540543, 466.3622558700419, 107.75631927462862, 153.98958544105375, 152.19978622611677, 140.18752061093912, 120.02722975284193, 112.07666921181755, 326.9449631855966, 115.74798211308317, 483.99981982953545, 96.96925793558262, 466.5386387810846, 118.10779841444382, 131.5670883928383, 152.8331959940552, 159.8384222478443, 117.78760968148553, 380.7308752798496, 123.22205178271605, 91.95134569510259, 113.9816080711618, 126.70344544065999, 122.95533874935424, 147.17885316849384, 120.90655169324046, 129.0559443170905, 124.3982170325519], 'spend_pattern': 'random', 'total_spend': 6783.499906641438}","{'same_period_movies': 0, 'average_competitor_budget': 0, 'genre_overlap_ratio': 0.34522995366997244, 'competitor_ratings': []}","{'total_amount': 27083.430495535926, 'daily_sales': [288.8547043089372, 400.07719511467394, 312.7839032877205, 464.431121541579, 475.2794485735124, 404.22596727128644, 523.3133289430399, 475.0020398189338, 403.5553779135016, 472.37129899050075, 633.9927336477599, 552.5387132960325, 623.3104812615368, 474.39939656032726, 557.6006921839332, 699.813303645148, 679.522877245075, 833.1945764693947, 481.43021877395245, 688.36852131977, 678.4049243039938, 593.2384206770895, 583.5761171820934, 898.7476345257874, 796.6427865293352, 959.8233334527392, 1040.5742029878988, 727.2922243938986, 968.1968261851152, 1021.8934925636761, 1052.314181847606, 932.1548870272409, 1131.6876604868444, 1050.2925094258796, 1009.0867038443457, 1616.5097100855633, 805.8444523725211, 773.0845274776805], 'presale_days': 38, 'wish_count': 8708}",,,29793.55,131217.9
电影_0024,"['科幻', '战争']",宁浩,周润发,2021-05-13,2460.4557143900292,144,3969.4885067533596,"{'daily_spend': [155.0040886399729, 115.79731737049153, 191.50735371573734, 120.7742431306724, 160.3779707312797, 168.82468053245375, 175.44614990063306, 181.3303937964776, 138.77989738711534, 115.00122759768972, 184.73280066278653, 166.37914715117304, 195.74516899338033, 194.3055745713163, 196.4496992157766], 'spend_pattern': 'random', 'total_spend': 2460.455713396956}","{'same_period_movies': 2, 'average_competitor_budget': 1394.6688858292387, 'genre_overlap_ratio': 0.9680658120507589, 'competitor_ratings': [5.3, 7.6]}","{'total_amount': 2529.4302898316296, 'daily_sales': [56.17114850514399, 70.59253596218238, 109.9609916064369, 92.52106024596246, 179.36742007735452, 130.13521541654612, 190.32505736190808, 118.27623124253604, 214.42419065288755, 177.5261796923154, 205.6039201108822, 302.7381963218637, 194.85499902193865, 194.0390475885983, 292.8940960250733], 'presale_days': 15, 'wish_count': 901}",,"{'douban_score': 8.6, 'maoyan_score': 8.5, 'taopiaopiao_score': 9.2, 'imdb_score': 9.0, 'rotten_tomatoes': 86.0, 'metacritic': 78.0}",2836.81,7355.46
电影_0025,['科幻'],陈凯歌,徐峥,2021-06-15,6487.0095520222585,143,20213.15806243028,"{'daily_spend': [90.43084201173336, 113.55698286658273, 97.18490903854202, 141.06623426079585, 179.94776761945684, 200.62491896555304, 207.09250270752656, 232.68522132582646, 233.1243406843191, 263.0177736281293, 216.96039479078993, 298.54791951903934, 333.1121916644364, 486.2608647529893, 406.16431024094425, 484.6484436115701, 533.3967685334408, 628.6899242538215, 741.6496454181254, 598.8475951569187], 'spend_pattern': 'random', 'total_spend': 6487.009551050541}","{'same_period_movies': 2, 'average_competitor_budget': 2491.039007865442, 'genre_overlap_ratio': 0.06314029292739132, 'competitor_ratings': [8.1, 8.3]}","{'total_amount': 12972.773057822447, 'daily_sales': [286.72962098499886, 297.21239071846804, 509.6381794492491, 397.9986787708928, 375.975977616965, 546.3754379094469, 584.8766019224291, 582.6009086372807, 788.9365843749547, 701.4763348755381, 534.7856998635361, 704.7048559206828, 613.8612697707521, 706.237451709275, 916.9663939889973, 891.5384475938001, 972.607202449039, 921.350831532666, 899.6951526460999, 739.2050370873749], 'presale_days': 20, 'wish_count': 8081}",,,72745.48,171189.47
电影_0026,"['惊悚', '悬疑']",冯小刚,甄子丹,2022-04-17,8718.322874845757,108,14297.349602608658,"{'daily_spend': [254.23012824474253, 317.6917042881239, 354.0007112575786, 355.19214689431413, 345.94991215580137, 274.7989967472069, 252.1051406746751, 343.529884444624, 336.547596941531, 256.5168205513262, 356.71737472541514, 309.08015386557065, 349.5939970998535, 381.91657073424966, 254.68205454572882, 225.98475482812, 370.81287772275726, 338.52867174982435, 355.6692989679804, 382.06672301610587, 375.33107066524946, 405.4625633088947, 324.47149212473755, 315.4307708098018, 298.9254621049545, 251.6257470491747, 331.460248343759], 'spend_pattern': 'random', 'total_spend': 8718.322873862102}","{'same_period_movies': 5, 'average_competitor_budget': 2967.818977143268, 'genre_overlap_ratio': 0.8629968313588721, 'competitor_ratings': [8.5, 5.8, 7.9, 6.1, 8.2]}","{'total_amount': 20836.06798750415, 'daily_sales': [436.6291516493581, 556.8302118175225, 526.0694214498426, 467.93637865329055, 389.5626835698988, 449.5549982529857, 644.175756311964, 976.9712852954586, 438.5758454056556, 567.762642207452, 677.748754256889, 473.2176217878476, 775.8472370459272, 496.6029429770319, 526.7013929221667, 876.2100660173364, 1045.6141029191338, 1012.1217081408017, 1410.4086280499143, 1140.4851300581727, 704.6716580964708, 920.8157385696062, 477.7731650822036, 1034.8585967130489, 1432.2321273618522, 1472.189686981606, 904.5010559107108], 'presale_days': 27, 'wish_count': 17585}","{'screen_count': 55, 'total_viewers': 4093, 'average_occupancy': 0.53, 'point_screen_days': 4, 'average_score': 6.2, 'positive_review_ratio': 0.52, 'social_media_mentions': 1622, 'want_to_watch_increase': 2507, 'viewer_comments': None}",,29321.77,128635.07
